2 0 0
1.96962 0.347296 0
1.87939 0.68404 0
1.73205 1 0
1.53209 1.28558 0
1.28558 1.53209 0
1 1.73205 0
0.68404 1.87939 0
0.347296 1.96962 0
1.22465e-16 2 0
-0.347296 1.96962 0
-0.68404 1.87939 0
-1 1.73205 0
-1.28558 1.53209 0
-1.53209 1.28558 0
-1.73205 1 0
-1.87939 0.68404 0
-1.96962 0.347296 0
-2 2.44929e-16 0
-1.96962 -0.347296 0
-1.87939 -0.68404 0
-1.73205 -1 0
-1.53209 -1.28558 0
-1.28558 -1.53209 0
-1 -1.73205 0
-0.68404 -1.87939 0
-0.347296 -1.96962 0
-3.67394e-16 -2 0
0.347296 -1.96962 0
0.68404 -1.87939 0
1 -1.73205 0
1.28558 -1.53209 0
1.53209 -1.28558 0
1.73205 -1 0
1.87939 -0.68404 0
1.96962 -0.347296 0
2 -4.89859e-16 0
1.8 0 0.4
1.77265 0.312567 0.4
1.69145 0.615636 0.4
1.55885 0.9 0.4
1.37888 1.15702 0.4
1.15702 1.37888 0.4
0.9 1.55885 0.4
0.615636 1.69145 0.4
0.312567 1.77265 0.4
1.10218e-16 1.8 0.4
-0.312567 1.77265 0.4
-0.615636 1.69145 0.4
-0.9 1.55885 0.4
-1.15702 1.37888 0.4
-1.37888 1.15702 0.4
-1.55885 0.9 0.4
-1.69145 0.615636 0.4
-1.77265 0.312567 0.4
-1.8 2.20436e-16 0.4
-1.77265 -0.312567 0.4
-1.69145 -0.615636 0.4
-1.55885 -0.9 0.4
-1.37888 -1.15702 0.4
-1.15702 -1.37888 0.4
-0.9 -1.55885 0.4
-0.615636 -1.69145 0.4
-0.312567 -1.77265 0.4
-3.30655e-16 -1.8 0.4
0.312567 -1.77265 0.4
0.615636 -1.69145 0.4
0.9 -1.55885 0.4
1.15702 -1.37888 0.4
1.37888 -1.15702 0.4
1.55885 -0.9 0.4
1.69145 -0.615636 0.4
1.77265 -0.312567 0.4
1.8 -4.40873e-16 0.4
1.6 0 0.8
1.57569 0.277837 0.8
1.50351 0.547232 0.8
1.38564 0.8 0.8
1.22567 1.02846 0.8
1.02846 1.22567 0.8
0.8 1.38564 0.8
0.547232 1.50351 0.8
0.277837 1.57569 0.8
9.79717e-17 1.6 0.8
-0.277837 1.57569 0.8
-0.547232 1.50351 0.8
-0.8 1.38564 0.8
-1.02846 1.22567 0.8
-1.22567 1.02846 0.8
-1.38564 0.8 0.8
-1.50351 0.547232 0.8
-1.57569 0.277837 0.8
-1.6 1.95943e-16 0.8
-1.57569 -0.277837 0.8
-1.50351 -0.547232 0.8
-1.38564 -0.8 0.8
-1.22567 -1.02846 0.8
-1.02846 -1.22567 0.8
-0.8 -1.38564 0.8
-0.547232 -1.50351 0.8
-0.277837 -1.57569 0.8
-2.93915e-16 -1.6 0.8
0.277837 -1.57569 0.8
0.547232 -1.50351 0.8
0.8 -1.38564 0.8
1.02846 -1.22567 0.8
1.22567 -1.02846 0.8
1.38564 -0.8 0.8
1.50351 -0.547232 0.8
1.57569 -0.277837 0.8
1.6 -3.91887e-16 0.8
1.4 0 1.2
1.37873 0.243107 1.2
1.31557 0.478828 1.2
1.21244 0.7 1.2
1.07246 0.899903 1.2
0.899903 1.07246 1.2
0.7 1.21244 1.2
0.478828 1.31557 1.2
0.243107 1.37873 1.2
8.57253e-17 1.4 1.2
-0.243107 1.37873 1.2
-0.478828 1.31557 1.2
-0.7 1.21244 1.2
-0.899903 1.07246 1.2
-1.07246 0.899903 1.2
-1.21244 0.7 1.2
-1.31557 0.478828 1.2
-1.37873 0.243107 1.2
-1.4 1.71451e-16 1.2
-1.37873 -0.243107 1.2
-1.31557 -0.478828 1.2
-1.21244 -0.7 1.2
-1.07246 -0.899903 1.2
-0.899903 -1.07246 1.2
-0.7 -1.21244 1.2
-0.478828 -1.31557 1.2
-0.243107 -1.37873 1.2
-2.57176e-16 -1.4 1.2
0.243107 -1.37873 1.2
0.478828 -1.31557 1.2
0.7 -1.21244 1.2
0.899903 -1.07246 1.2
1.07246 -0.899903 1.2
1.21244 -0.7 1.2
1.31557 -0.478828 1.2
1.37873 -0.243107 1.2
1.4 -3.42901e-16 1.2
1.2 0 1.6
1.18177 0.208378 1.6
1.12763 0.410424 1.6
1.03923 0.6 1.6
0.919253 0.771345 1.6
0.771345 0.919253 1.6
0.6 1.03923 1.6
0.410424 1.12763 1.6
0.208378 1.18177 1.6
7.34788e-17 1.2 1.6
-0.208378 1.18177 1.6
-0.410424 1.12763 1.6
-0.6 1.03923 1.6
-0.771345 0.919253 1.6
-0.919253 0.771345 1.6
-1.03923 0.6 1.6
-1.12763 0.410424 1.6
