0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0.347296 0 1.96962
0.34202 0.0603074 1.96962
0.326352 0.118782 1.96962
0.300767 0.173648 1.96962
0.266044 0.223238 1.96962
0.223238 0.266044 1.96962
0.173648 0.300767 1.96962
0.118782 0.326352 1.96962
0.0603074 0.34202 1.96962
2.12658e-17 0.347296 1.96962
-0.0603074 0.34202 1.96962
-0.118782 0.326352 1.96962
-0.173648 0.300767 1.96962
-0.223238 0.266044 1.96962
-0.266044 0.223238 1.96962
-0.300767 0.173648 1.96962
-0.326352 0.118782 1.96962
-0.34202 0.0603074 1.96962
-0.347296 4.25315e-17 1.96962
-0.34202 -0.0603074 1.96962
-0.326352 -0.118782 1.96962
-0.300767 -0.173648 1.96962
-0.266044 -0.223238 1.96962
-0.223238 -0.266044 1.96962
-0.173648 -0.300767 1.96962
-0.118782 -0.326352 1.96962
-0.0603074 -0.34202 1.96962
-6.37973e-17 -0.347296 1.96962
0.0603074 -0.34202 1.96962
0.118782 -0.326352 1.96962
0.173648 -0.300767 1.96962
0.223238 -0.266044 1.96962
0.266044 -0.223238 1.96962
0.300767 -0.173648 1.96962
0.326352 -0.118782 1.96962
0.34202 -0.0603074 1.96962
0.347296 -8.50631e-17 1.96962
0.68404 0 1.87939
0.673648 0.118782 1.87939
0.642788 0.233956 1.87939
0.592396 0.34202 1.87939
0.524005 0.439693 1.87939
0.439693 0.524005 1.87939
0.34202 0.592396 1.87939
0.233956 0.642788 1.87939
0.118782 0.673648 1.87939
4.18854e-17 0.68404 1.87939
-0.118782 0.673648 1.87939
-0.233956 0.642788 1.87939
-0.34202 0.592396 1.87939
-0.439693 0.524005 1.87939
-0.524005 0.439693 1.87939
-0.592396 0.34202 1.87939
-0.642788 0.233956 1.87939
-0.673648 0.118782 1.87939
-0.68404 8.37708e-17 1.87939
-0.673648 -0.118782 1.87939
-0.642788 -0.233956 1.87939
-0.592396 -0.34202 1.87939
-0.524005 -0.439693 1.87939
-0.439693 -0.524005 1.87939
-0.34202 -0.592396 1.87939
-0.233956 -0.642788 1.87939
-0.118782 -0.673648 1.87939
-1.25656e-16 -0.68404 1.87939
0.118782 -0.673648 1.87939
0.233956 -0.642788 1.87939
0.34202 -0.592396 1.87939
0.439693 -0.524005 1.87939
0.524005 -0.439693 1.87939
0.592396 -0.34202 1.87939
0.642788 -0.233956 1.87939
0.673648 -0.118782 1.87939
0.68404 -1.67542e-16 1.87939
1 0 1.73205
0.984808 0.173648 1.73205
0.939693 0.34202 1.73205
0.866025 0.5 1.73205
0.766044 0.642788 1.73205
0.642788 0.766044 1.73205
0.5 0.866025 1.73205
0.34202 0.939693 1.73205
0.173648 0.984808 1.73205
